CIK,Company,State/Country
0001506001,Neuberger Berman ETF Trust,NY
0001506080,KLS Diversified Fund LP,NY
0001506081,KLS Diversified Fund Ltd.,E9
0001506098,GOLDMAN IRINA,
0001506262,Haines Andrew,
0001506437,Seer Capital Special Situations Fund I LP,NY
0001506527,"Round Rock Surgery Center, LLC",TX
0001506537,Phase 2 Systems LLC,HI
0001506619,"STRATEGIC ALLIANCE CONSULTING GROUP, LTD.",IL
0001506781,"CBRE Government Services, LLC",DC
0001506814,JPX Global Inc.SIC:1000- METAL MININGformerly: Jasper Exploration Inc. (filings through 2011-02-02)Jasper Explorations Inc. (filings through 2013-01-17),MI
0001507250,"Trian Partners (ERISA) General Partner, LLC",NY
0001507253,"Trian Partners (ERISA), Ltd.",E9
0001507254,"Trian Partners Master Fund (ERISA), L.P.",NY
0001507352,"EJF Greater China Fund, LP",VA
0001507357,"EJF Greater China Master Fund, Ltd.",VA
0001507391,"Visium Equity Alpha Fund, LPformerly: Visium Tax Alpha Fund, LP (filings through 2014-07-16)",NY
0001507453,Hutchinson Health Care,MN
0001507560,"Trian Partners Strategic Investment Fund-A, L.P.",NY
0001507671,"Alden Partners Fund, LP",Y9
0001507685,"PCM Companies, LLC",MN
0001507727,"Alden Partners Fund (Cayman), Ltd.",Y9
0001507783,"Omega Fund II, L.P.",Y7
0001507816,TIG ARBITRAGE ASSOCIATES L.P.,NY
0001507817,"TIG FALCONER PARTNERS, L.P.",NY
0001507886,WOLVERINE MINERALS CORP.,A1
0001508033,LEEWARD INVESTMENT TRUSTformerly: HANNA INVESTMENT TRUST (filings through 2014-02-10)VERTICAL CAPITAL INVESTORS TRUST (filings through 2015-06-26),NC
0001508041,Dunn David H.,
0001508128,"PASSPORT POTASH INCSIC:1400- MINING, QUARRYING OF NONMETALLIC MINERALS (NO FUELS)",A1
0001508138,Cairn Global Funds plc,L2
0001508431,"Premium Property Management &amp; Development, INC",CA
0001508848,MARK KELLY S,
0001509049,"SLS Holdings VII, LLC",NY
0001509073,"Janal Partnership, L.P. (2011-1)",NY
0001509191,"Foreclosure Venture Capital, Inc.SIC:6500- REAL ESTATE",NJ
0001509250,SAMUEL I ALUCHO NMWHFIT,OH
0001509333,Hyundai Auto Receivables Trust 2011-ASIC:6189- ASSET-BACKED SECURITIES,CA
0001509348,"Piper Jaffray Municipal Opportunities Fund, L.P.formerly: Municipal Opportunities Fund, L.P. (filings through 2011-01-05)",MN
0001509387,Phase Three Market-Neutral Limited Partnership,VA
0001509392,Phase Three Speculative Limited Partnership,VA
0001509400,"LOCUST WALK SECURITIES, LLCformerly: LWP ADVISORS, LLC (filings through 2012-08-20)",MA
0001509524,Goldman Allan H.,
0001509533,Hutchinson Capital Partners LLC,CA
0001509551,Tilden Park Investment Fund LP,NY
0001509573,PETERS ALLEN T,
0001509621,"Axonic Credit Opportunities Fund, LP",NY
0001509622,"Axonic Credit Opportunities Overseas Fund, Ltd.",NY
0001509664,Neuberger Berman Flexible High Income Fund Inc.,NY
0001509744,"Independence Equity I, LP",IL
0001510065,Napier Mark,
0001510075,"Candlewood Structured Credit Fund, LP",NY
0001510101,"Linden Financial Services Fund II, LP",PA
0001510116,"Bergen Renal Home PD Center, LLC",MA
0001510138,"EMERALD ASSET ADVISORS, LLC",FL
0001510157,"EJF Financial Services Fund, LP",VA
0001510312,"Glazer Enhanced Fund, L.P.",NY
0001510313,"Glazer Qualified Partners, L.P.",NY
0001510318,"Chilton Hedged U.S. Equities, L.P.",CT
0001510380,"PASSPORT MATERIALS FUND II, LP",CA
0001510387,"Gotham Asset Management, LLC",NY
0001510390,"PHOENIX 2010 PARTNERS, L.P.",TX
0001510433,"PIMCO BRAVO Holding Fund I, L.P.",CA
0001510443,Jasper Scott,
0001510479,"AlphaOne Essentials Global Fund, LP",PA
0001510503,"Candlewood Credit Value Fund (Cayman) II, L.P.",NY
0001510504,"Candlewood Credit Value Fund II, L.P.",NY
0001510509,Bergen John D,
0001510553,Ahluwalia Gurinder S,
0001510704,Marshall Brad,
0001510742,CHESAPEAKE E&amp;P HOLDING CORP,OK
0001510964,"CannaVEST Corp.SIC:2833- MEDICINAL CHEMICALS &amp; BOTANICAL PRODUCTSformerly: Foreclosure Solutions, Inc. (filings through 2012-11-30)",NV
0001511021,Perry Curtis J,
0001511084,"SEER Technology, Inc.",UT
0001511222,"GEM Liquid Markets Fund A, LPformerly: GEM Multi Asset Fund A, LP (filings through 2011-01-27)",NC
0001511227,PARK BRIDGE SECURITIES LLC,NY
0001511273,"Phase Change Energy Solutions, Inc.",NC
0001511275,Polygon Recovery Fund GP,E9
0001511276,Polygon Recovery Fund L.P.,E9
0001511278,TFG Asset Management L.P.formerly: Polygon Management L.P. (filings through 2013-01-28),E9
0001511305,Polygon Global Partners LP,NY
0001511306,Polygon Global Partners LLPformerly: Polygon Equities Partners LLP (filings through 2013-01-28),X0
0001511386,"NFI Capital Partners, L.P.",MI
0001511410,"WOLVERINE FLAGSHIP FUND, LLCformerly: WOLVERINE CONVERTIBLE ARBITRAGE FUND, LLC (filings through 2011-03-22)",IL
0001511429,WOLVERINE FLAGSHIP FUND Ltdformerly: WOLVERINE CONVERTIBLE ARBITRAGE FUND LTD. (filings through 2011-03-22),E9
0001511709,Voya Mortgage Investment Master Fundformerly: ING Mortgage Investment Master Fund (filings through 2014-06-18),L2
0001511714,"Marathon Credit Dislocation Fund, LP",NY
0001511756,RoundKeep Capital Advisors LLC,IL
0001511818,"LWCBancorp, Inc.",IL
0001511871,"Waterfall Victoria ERISA Fund, Ltd.",E9
0001512004,York European Opportunities Fund Ltd,NY
0001512023,"Dialectic Offshore L2, Ltd.",NY
0001512349,Ramius Alternative Solutions LLC,NY
0001512383,"F-Squared Investment Management, LLC",MA
0001512416,Beach Gentry T.,
0001512437,"Strategic Capital Holdings, LLC",CA
0001512486,Perry Craig,
0001512741,Bayview Capital Partners III LP,MN
0001512742,"BHR Offshore Fund, Ltd.",E9
0001512819,Benefit Overseas Ltd,F4
0001512862,"RD Preservation IV, LLC",IA
0001512873,"AVENUE ASIA CAPITAL MANAGEMENT, L.P.",NY
0001512931,MONROE CAPITAL Corp,IL
0001513075,"Round Mountain Capital, LLC",IL
0001513352,LIM KOK CHEANG,
0001513407,"Tiger Global FB Partners, LLC",NY
0001513511,VECTOR COMMODITY FUND MALTA SICAV PLC,O1
0001513597,"Merion Building Management, Inc.",PA
0001513636,"Emerald Coast Behavioral Hospital, LLC",PA
0001513688,"Wellington Regional Medical Center, Inc",PA
0001513849,"Glazer Enhanced Offshore Fund, Ltd.",E9
0001513956,Magnolia Acquisition Corp.,NY
0001514128,UNIVERSAL AMERICAN CORP.SIC:6324- HOSPITAL &amp; MEDICAL SERVICE PLANSformerly: UNIVERSAL AMERICAN SPIN CORP. (filings through 2011-04-28),NY
0001514176,Orchard Hill Capital Partners LP,NY
0001514195,GLYNN KEVIN H,
0001514296,Graticule Asia Macro Fund Ltdformerly: Fortress Asia Macro Fund Ltd (filings through 2014-03-14),NY
0001514301,"Acadian Multi-Asset Portfolio, LLC",MA
0001514306,Graticule Asia Macro Master Fund Ltdformerly: Fortress Asia Macro Master Fund Ltd (filings through 2014-03-14),NY
0001514493,Monroe Capital Partners Fund LP,IL
0001514515,Graticule Asia Macro Fund LPformerly: Fortress Asia Macro Fund LP (filings through 2014-03-14),NY
0001514516,Polygon Management LP,X0
0001514528,"Fore European Credit Dislocation Fund, L.P.",NY
0001514530,"Fore European Credit Dislocation Offshore Fund, Ltd.",NY
0001514733,CQS Distressed Value Opportunities Fund a sub-fund of CQS Global Funds (Ireland) plc,X0
0001514734,CQS Directional Opportunities Feeder Fund Ltd,X0
0001514735,Tremblant ELS Fund LP,NY
0001514736,CQS Diversified Fund (SPC) Ltd - Segregated Portfolio Alpha,X0
0001514757,"Avenue Blue TC Fund, L.P.",NY
0001514869,"Phoenix 2011 Partners, L.P.",TX
0001514959,"BHR OC Master Fund, Ltd.",E9
0001514961,"BHR OC Offshore Fund, Ltd.",E9
0001515016,"Beach Orangethorpe II, LLC",CA
0001515030,"Hutchin Hill Capital Offshore Fund, Ltd.",E9
0001515070,Polygon Management Ltd.,E9
0001515138,Sanborn Lisa A,
0001515188,"Passport Materials Fund II, Ltd",D8
0001515537,Monarch EP Management Corp.,TX
0001515977,MMX Software Group Ltd,X0
0001516032,"Twin Haven Offshore Special Opportunities Fund IV, L.P.",E9
0001516033,"Twin Haven Special Opportunities Fund IV, L.P.",CT
0001516067,"Canyon Gate at Las Vegas, Inc.",TX
0001516588,Chilton Kevin P.,
0001516728,Hawthorne Joel L.,
0001516865,Highbridge Liquid Loan Opportunities Trust,NY
0001516866,"Highbridge Liquid Loan Opportunities Fund, L.P.",NY
0001516867,"Highbridge Liquid Loan Opportunities Onshore Fund, L.P.",NY
0001516943,"Phase 17 Investments, LP",TX
0001516994,"LWM Growth Opportunities Fund, L.P.",NY
0001516997,"LWM Growth Opportunities Master Fund, Ltd.",E9
0001517044,Ellington Agency REIT Inc.,CT
0001517045,Ellington REIT Management LLC,CT
0001517059,York Asian Opportunities Institutional Fund Ltd,NY
0001517077,Glynn Emerging Opportunity III Offshore Fund,WA
0001517137,Starboard Value LP,NY
0001517138,Starboard Value GP LLC,NY
0001517139,Starboard Principal Co LP,NY
0001517140,Starboard Principal Co GP LLC,NY
0001517187,"LWM Growth Opportunities Fund, Ltd.",E9
0001517188,PEM NOV II DST,TX
0001517256,ZAIST ROBERT W,
0001517299,Kayne Alexander M.,
0001517313,Linden Josephine,
0001517534,Napier Park Qualified Investor Portfolios - Napier Park Absolute Return Muni Strategy Portfolioformerly: CCA Qualified Investor Portfolios - CCA Absolute Return Muni Strategy Portfolio (filings through 2012-05-31),L2
0001517626,MAGNOLIA MIDSTREAM GAS SERVICES LLC,OK
0001517767,Vertical Capital Income Fund,NY
0001517870,OrbiMed Israel Partners Limited Partnership,L3
0001517888,Henderson David,
0001517902,"Boston Capital Corporate Tax Credit Fund XXXIV, A Limited Partnership",MA
0001517923,"Highbridge Capital Institutional Fund, Ltd.",NY
0001518000,"Vertical Oil &amp; Gas Training Partners, L.P.",TX
0001518200,Monarch Capital Partners Offshore II LP,E9
0001518201,Monarch Capital Partners II LP,NY
0001518413,"Cairn Energy USA, LLC",TX
0001518461,"AmpliTech Group, Inc.SIC:3669- COMMUNICATIONS EQUIPMENT, NECformerly: BAYVIEW ACQUISITION CORP (filings through 2012-07-20)",NY
0001518463,"Independence Capital Fund, L.P.",CA
0001518470,"Virtus Student Housing Qualified, LP",TX
0001518471,"Virtus Student Housing, LP",TX
0001518551,Marathon Access LLC,NY
0001518583,GLYNN JOHN F.,
0001518613,"CVC GLOBAL CREDIT OPPORTUNITIES FUND, LTD.formerly: APIDOS SELECT CORPORATE CREDIT FUND, LTD. (filings through 2012-03-15)",NY
0001518727,Hyundai Auto Receivables Trust 2011-BSIC:6189- ASSET-BACKED SECURITIES,CA
0001518756,Varden Pacific Opportunity Partners I LP,CA
0001518803,Pember Marvin,
0001518835,Marathon Access Ltd.,NY
0001519169,"Wellington Leasehold, L.L.C.",IL
0001519220,JGB Partners L.P.,CT
0001519278,"Specialized Medical Devices, LLC",PA
0001519490,Universa Premium Master Fund II L.P.,D0
0001519492,TREND FUND PARTNERS LP,NY
0001519515,Samuel Steven A.,
0001519779,Ahlstrom Lee Michael,
0001519812,STARBOARD VALUE &amp; OPPORTUNITY S LLC,NY
0001519928,CQS Credit Long Short Feeder Fund Ltd,E9
0001519976,"EJF Greater China Fund, Ltd.",VA
0001520114,"Kerrisdale Partners, L.P.",NY
0001520154,400 Capital Credit Opportunities Fund Ltd.,E9
0001520200,"WOLVERINE JOINING TECHNOLOGIES, LLCSIC:3350- ROLLING DRAWING &amp; EXTRUDING OF NONFERROUS METALS",RI
0001520243,"Providence Capital Assets, LP",DE
0001520338,Perry Daniel,
0001520350,Weiss Equity Strategies Fund (Cayman) Ltd.,E9
0001520568,"Skybridge G II Fund, LLCformerly: Skybridge Diversified Hedge Fund Portfolio, LLC (filings through 2011-06-09)",NY
0001520580,Alcentra Fund S.C.A. SICAV-SIF,N4
0001520582,Alcentra Global Special Situations Fund Cayman Feeder,E9
0001520584,"Hawthorne Fontaine, LLC",NC
0001520627,Corey Steven N.,
0001520717,"PCM EventAlpha I, LP",IL
0001520795,Peters Craig A.,
0001520868,Chilton Global Natural Resources International III (BVI) Ltd.,CT
0001520869,"Chilton Global Natural Resources International III, L.P.",CT
0001520931,"PCM Alpha360 I, LP",IL
0001520944,"MARK MY MEDIA, LLC",CT
0001521001,"Parallax Volatility Advisers, L.P.formerly: Parallax Volatility Advisers, LLC (filings through 2014-08-14)",CA
0001521152,"Fulcrum Growth Fund II, LLC",GA
0001521153,"Fulcrum Growth Fund II QP, LLC",GA
0001521160,TWIN CITY TECHNICAL L.L.C.,ND
0001521338,Fortress Credit Opportunities Advisors LLC,NY
0001521417,"SKM Media Corp.SIC:7311- SERVICES-ADVERTISING AGENCIESformerly: PIPER ACQUISITION IV, INC. (filings through 2011-09-27)",FL
0001521756,Arrowpoint Acquisition Vehicle SPC,E9
0001521757,"Arrowpoint Income Opportunity Fund, Ltd.",E9
0001521758,"Arrowpoint Income Opportunity Fund, LP",CO
0001521808,Fortress Credit Co LLC,NY
0001521919,Ellington Quantitative Equity Enhanced Overseas Ltd.,E9
0001521920,"Ellington Quantitative Equity Enhanced Partners, LP",CT
0001522027,"SCOPIA WINDMILL FUND LPformerly: SCOPIA WINDMILL FUND, LP (filings through 2013-06-07)",NY
0001522065,Reservoir Minerals Inc.,A1
0001522237,"Ram Power, Corp.",NV
0001522382,Strategic Capital Partners LLC,NM
0001522564,"Tiger Global Linkedin Holdings, LLC",NY
0001522575,"Hawthorne Forestdale, LLC",NC
0001522577,"Tiger Global PIP Management V, Ltd",NY
0001522578,"Tiger Global PIP Performance V, L.P.",NY
0001522582,"Hawthorne Chimneys, LLC",NC
0001522644,"TUDOR, PICKERING, HOLT &amp; CO. ADVISORS, LLC",TX
0001522725,Benefits For LLC,NV
0001522742,"Passport M1 Master Fund, L.P.",D8
0001522781,"Tiger Accelerator Partners, L.P.",NY
0001522782,"Tiger Accelerator Fund, L.P.",E9
0001522792,"Monroe Engineering Holdings, LLC",MI
0001522878,"LWM Partners Opportunity Fund, Ltd.",E9
0001522880,"LWM Partners Opportunity Master Fund, Ltd.",E9
0001522894,"LWM Partners Opportunity Fund, L.P.",NY
0001522955,"QFR Capital Management, L.P.",NY
0001523155,Skybridge Capital Investment Partners LLC,FL
0001523252,"Nine Mile Spur, LLC",VA
0001523467,Orchard Capital Partners Ltd.,K3
0001523566,Avenue Capital Mortgage REIT Inc.,NY
0001523624,Whitebox Mutual Funds,MN
0001523663,"Monroe Capital Partners Fund Advisors, Inc.",IL
0001523664,Monroe Capital Management LLC,IL
0001523665,"Monroe Capital BDC Advisors, LLC",IL
0001523684,DUET COMMODITIES FUND LP,X0
0001524136,"PEM/FSF ACQUISITION FUND I, LLC",AZ
0001524417,Great Adirondack Brewing Co LLC,NY
0001524425,PCM Plains Co-Invest L.P.,MO
0001524542,"Benefit Street Partners BDC, Inc.",NY
0001524704,"Crescendo IV Coinvestment Fund, LLC",CA
0001524705,"Crescendo Holdings IV, LLC",CA
0001524862,"Hawthorne Labs, Inc.",CA
0001525011,Hutchings Richard S,
0001525084,"Asia Alternatives Capital Partners III, L.P.formerly: Asia Alternatives Capital Partners III, LP (filings through 2011-09-28)",CA
0001525089,"Asia Alternatives Ivory Partners II, L.P.",CA
0001525243,Wellington DHRI LLC,NY
0001525292,MidOcean PPL Holdings Corp.,NY
0001525513,"Whitebox Special Opportunities Fund, LP - Series Oformerly: Whitebox Options Fund I, Series O of Whitebox Special Opportunities Fund, LP (filings through 2012-06-29)",MN
0001525537,Fortress Commodities Offshore Fund Ltd,NY
0001525608,Tremblant ELS Fund Ltd.,E9
0001525623,MAGNOLIA BLOSSOM INC.,FL
0001525702,"VERTICAL GURU, INC.",NC
0001525803,Marathon European Credit Opportunity Fund SPC,E9
0001525949,ALDEN IRREVOCABLE TRUST,CA
0001526034,"Reservoir Strategic Partners Fund Offshore, L.P.",NY
0001526035,"Reservoir Strategic Partners Fund, L.P.",NY
0001526066,"First Advantage Offshore Services, Private Ltd",K7
0001526112,ALDEN RICK,
0001526207,Parker Ava L,
0001526248,"Highbridge Global Macro Strategies Fund, L.P.",NY
0001526249,"Highbridge Global Macro Strategies Fund, Ltd.",NY
0001526298,"Mast Select Opportunities, Ltd",MA
0001526299,"Mast Select Opportunities, L.P.",MA
0001526380,Trend Macro Onshore LP,CT
0001526485,VIRTUS PARTNERS INC,CT
0001526505,"Dialectic Antithesis Opportunities Fund II, LP",NY
0001526506,Trend Macro Offshore Ltd.,E9
0001526681,"Mast AK Fund, L.P.",MA
0001526836,"Pillar Exploration, LTD.",TX
0001526962,"CQS Global Distressed Value Opportunities Feeder Fund, LP",E9
0001527097,"Wolverine Investors, LLC",CO
0001527184,"CQS European Distressed Feeder Fund, LP",E9
0001527368,"Bergen Global Opportunity Fund, LP",NY
0001527386,Duetsch Kenneth R II,
0001527486,"Opus Holdings Four - Short Term, LP",TX
0001527558,"EJF Debt Opportunities Fund II, Ltd.",VA
0001527559,"EJF Debt Opportunities Master Fund II, LP",VA
0001527590,ZAIS Financial Corp.SIC:6798- REAL ESTATE INVESTMENT TRUSTS,NJ
0001527618,Commonwealth Bank Officers Superannuation Corp Pty Ltd,C3
0001527631,"Whitebox Options Fund (Offshore) I, Segregated Portfolio O of Whitebox Special Opportunities Fund SPC, Ltd.",MN
0001527640,"ZAIS Financial Partners, L.P.",NJ
0001527657,Corey Brian F,
0001527691,"Bergen County Asset Leasing, LLC",MD
0001527859,Pember Marvin G.,
0001527956,PALO PRODUCTS LLC,NY
0001528149,Opus Point Healthcare Innovations (Offshore) Fund Ltd.formerly: Opus Point Healthcare (Innovations) Fund Ltd. (filings through 2011-08-17),E9
0001528304,Cairns Ann,
0001528383,"Omega Fund IV GP, L.P.",Y7
0001528486,"Twin Haven Capital Partners, L.L.C.",CT
0001528487,"Twin Haven Special Opportunities Partners III, L.L.C.",CT
0001528554,"Orchard First Source Asset Management, LLC",IL
0001528667,"Alden Global Hedged Opportunities Fund, LP",Y9
0001528787,"Alden Global Hedged Opportunities Fund (Cayman), L.P.",Y9
0001528811,Virtus Global Multi-Sector Income Fundformerly: Virtus-Newfleet Global Multi-Sector Income Fund (filings through 2011-09-09),CT
0001528844,"Great American Power, LLC",GA
0001528924,Glynn Michael,
0001528977,"Mark &amp; Kambour, LLC",FL
0001528978,"Mark &amp; Kambour Holdings, Inc.",FL
0001528981,"Twin Cities Dermatopathology, LLC",FL
0001529049,"Avenue Europe Special Situations Fund II (Euro), L.P.",NY
0001529138,BlackRock Alternatives Allocation Master Portfolio LLC,NY
0001529139,BlackRock Alternatives Allocation FB TEI Portfolio LLC,NY
0001529140,BlackRock Alternatives Allocation FB Portfolio LLC,NY
0001529141,BlackRock Alternatives Allocation TEI Portfolio LLC,NY
0001529142,BlackRock Alternatives Allocation Portfolio LLC,NY
0001529252,"Western Alternative Strategies, L.P.",TX
0001529426,"Rotella Capital Management, Inc.",WA
0001529496,Harvest Capital Credit LLC,NY
0001529513,"Hawthorne Madison Place, LLC",NC
0001529612,LIM JAPAN FUND,E9
0001529691,"Mast PC Fund, L.P.",MA
0001529732,CHESAPEAKE EQUIPMENT FINANCE LLC,OK
0001529882,Carlson Double Black Diamond Participation Fund LLC,NY
0001529883,Carlson Double Black Diamond Participation Fund Ltd.,NY
0001529957,"Southpaw Value Fund, LP",TX
0001529980,Hyundai Auto Receivables Trust 2011-CSIC:6189- ASSET-BACKED SECURITIES,CA
0001529989,"POLYGON CAPITAL ADVISORS, LLC",CA
0001530051,Opus Commodities Core Plus A Institutional Fund Ltd.,E9
0001530710,Quinn John T.,
0001530716,Taconic New York City Investment Fund LP,NY
0001530728,Allianz Global Investors Europe GMBH,2M
0001530809,Wolverine Liquid Opportunity Fund LLC,IL
0001530810,Wolverine Liquid Opportunity Fund Ltd,E9
0001530874,"Sanborn Resources, Ltd.SIC:5990- RETAIL-RETAIL STORES, NECformerly: UNIVERSAL TECH CORP (filings through 2013-03-08)",L3
0001530977,"4000 Mullan Road, LLC",WA
0001531085,Fortress Credit Opportunities Fund III (A) LP,NY
0001531086,Fortress Credit Opportunities Fund III (B) LP,NY
0001531087,Fortress Credit Opportunities Fund III (C) L.P.,NY
0001531162,CVC European Infrastructure Partners (A) L.P.,Y9
0001531206,"JCR COMMERCIAL REAL ESTATE FINANCE FUND II, L.P.",CO
0001531433,"Monarch America, Inc.SIC:8742- SERVICES-MANAGEMENT CONSULTING SERVICESformerly: Cannabis Kinetics Corp. (filings through 2014-12-19)Lingas Resources, Inc. (filings through 2013-07-29)Lingas Ventures, Inc. (filings through 2014-05-16)",CO
0001531741,"Candlewood Investment Group, LP",NY
0001531981,"Gotham Hedged Value Strategies (International) SPC, Ltd.",E9
0001531982,"Gotham Diversified Hedge (International), Ltd.",E9
0001531983,"Gotham Diversified Hedge (US), LP",NY
0001532129,"RA Low Volatility Equity Income LPformerly: Research Affiliates US Low Volatility, L.P. (filings through 2012-10-22)",CA
0001532195,GoldenTree CLO Debt Investment Partners 2011 LP,NY
0001532198,GoldenTree CLO Debt Investment Fund 2011 Ltd,E9
0001532219,Quinn Anthony,
0001532286,"Nine Energy Service, Inc.formerly: NSC-Tripoint, Inc. (filings through 2011-10-12)",TX
0001532292,"KLS Professional Advisors Group, LLC",NY
0001532397,"Hawthorne Ashley Crossing, LLC",NC
0001532402,"Chilton Dividend Shares, L.P.",CT
0001532435,"PIPER ACQUISITION V, INC.",CA
0001532880,"Calypso Ventures II, LLCformerly: Calypso Ventures II, L.P. (filings through 2012-08-09)",PA
0001533036,"Fulcrum Managed Futures, LP",DE
0001533108,Dunn Bart J,
0001533147,"Panorama Partners Onshore, LP",NY
0001533357,CANYON GOLD CORP.SIC:1040- GOLD &amp; SILVER ORES,A1
0001533362,Mark Anthonys,CO
0001533444,"Acadian Emerging Markets Small-Cap Equity Fund, LLC",MA
0001533508,Universa Premium Fund III Ltd.,D0
0001533535,Universa Black Swan Protection Protocol Offshore IV Ltd.,D0
0001533950,Zweig-DiMenna Associates LLC,NY
0001533970,Tremblant Long Fund LPformerly: Tremblant Global Growth LP (filings through 2014-10-22),NY
0001534286,Rotella Robert P,
0001534425,Pillar Pharmaceuticals I LP,M8
0001534426,Weiss Allen R,
0001534428,Pillar Invest Corp,M8
0001534551,"GLENHILL CAPITAL ADVISORS, LLC",NY
0001534584,"Reservoir Strategic Partners Fund TE, L.P.",NY
0001534586,Ahluwalia Kamal,
0001534660,"Northern Brewer, LLC",MN
0001534745,"Trend Exchange, Inc.",AZ
0001534847,INDEPENDENCE ENERGY GROUP LLC,NJ
0001534859,INDEPENDENCE ENERGY NATURAL GAS LLC,NJ
0001534861,INDEPENDENCE ENERGY ALLIANCE LLC,NJ
0001534901,"Vertical Performance Partners, Inc.",RI
0001534949,"MKP Capital Management, L.L.C.",NY
0001534977,Highbridge Commodities FuturesAccess LLCSIC:6221- Unknown,NY
0001535278,"Fulcrum Distressed Opportunities Fund I, LP",TX
0001535323,Allianz Asset Management AG,2M
0001535626,"SkyBridge Quantitative Equity Driven Fund, L.P.",NY
0001535929,"Voya Financial, Inc.SIC:6311- LIFE INSURANCEformerly: ING U.S., Inc. (filings through 2014-03-28)",NY
0001535955,Lipocine Inc.SIC:2834- PHARMACEUTICAL PREPARATIONSformerly: MARATHON BAR CORP (filings through 2013-07-09),X1
0001536037,Strategic Capital Group LLC,WA
0001536078,"Reservoir Operations, L.P.",NY
0001536134,"CBRE Clarion REI Holding, Inc.",CA
0001536135,"CBRE Clarion CRA Holdings, Inc.",CA
0001536283,Orchard Centar LP,K3
0001536284,Orchard Gemini Ltd,K3
0001536285,Orchard Gemini LP,K3
0001536386,Orchard Centar Ltd,K3
0001536475,"Starwood Distressed Opportunity Fund IX-1 International, L.P.",CT
0001536476,"Starwood Distressed Opportunity Fund IX-1 U.S., L.P.",CT
0001536520,"Land &amp; Buildings Investment Management, LLC",CT
0001536540,"RD LEGAL FUNDING PARTNERS, LP",NJ
0001536543,"RD LEGAL FUNDING OFFSHORE FUND, LTD.",E9
0001536590,"Starwood Distressed Opportunity Fund IX Global, L.P.",CT
0001536593,Lim Chin Hu,
0001536598,"CBRE Strategic Partners U.S. Value 6, L.P.",CA
0001536603,"Calypso Overseas, Ltd.",D0
0001536632,"Fore ERISA Multi Strategy Fund, Ltd.",NY
0001536636,"Calypso Qualified Partners, LP",NY
0001536698,Magnolia Petroleum Plc,X0
0001536739,Cumulus Media Holdings Inc.,GA
0001536741,Cumulus Broadcasting LLC,GA
0001536742,Cumulus Media Partners LLC,GA
0001536820,"Anchorage Illiquid Opportunities III, L.P.",NY
0001536821,"Anchorage Illiquid Opportunities Offshore III, L.P.",E9
0001536868,"Virtus Real Estate Capital, LP",TX
0001536921,"Forefront Dynamic Strategies Fund, LP",PA
0001537028,"Independence Contract Drilling, Inc.SIC:1381- DRILLING OIL &amp; GAS WELLS",TX
0001537122,"CQS ABS Feeder Fund, LP",E9
0001537124,"CQS Directional Opportunities Feeder Fund, LP",E9
0001537306,Perry Chad,
0001537317,Independence Gold Corp.,A1
0001537437,PENTWATER MERGER ARBITRAGE FUND LLC,IL
0001537438,PENTWATER MERGER ARBITRAGE FUND LTD.,E9
0001537456,MARSHALL CHRISTINA K,
0001537512,"Magnolia Medical Technologies, Inc.",WA
0001537514,"Great American Food Chain, Inc.",TX
0001537519,"GS BMET ADVISORS, LLC",NY
0001537520,"GS BMET OFFSHORE ADVISORS, INC",NY
0001537551,"TIG ARBITRAGE ENHANCED, L.P.",NY
0001537552,"TIG ARBITRAGE ENHANCED, LTD.",E9
0001537684,CVC Beacon LLC,NY
0001537974,Quinn Hugh,
0001538242,Starwood International Opportunity Fund IX Investor L.P.,CT
0001538353,"Cello Fixed Income Domestic Fund, LP",NY
0001538390,"CBRE Capital Partners U.S. I Holdings, LLC",NY
0001538391,"CBRE Capital Partners U.S. Special Situations I Holdings, LLC",NY
0001538392,"CBRE Capital Partners Onshore Co-Investment Holdings, LLC",NY
0001538573,CQS Cayman Management Ltd,E9
0001538636,Fortress Credit Opportunities Fund III (E) LP,NY
0001538691,"Boston Capital Corporate Tax Credit Fund XXXV, A Limited Partnership",MA
0001538703,"Nine New Street Partners, LLC",MA
0001538754,PAULSON CHAD E.,
0001538876,ORBIS INSTITUTIONAL SPC Ltd - ORBIS INSTITUTIONAL GLOBAL EQUITY FUND SEGREGATED PORTFOLIO,D0
0001538877,ORBIS INTERNATIONAL EQUITY L.P.,D0
0001539086,Roundball LLC,OH
0001539110,"Fore Japan Credit Opportunities Fund, LP",NY
0001539178,Ram Realty III REIT,FL
0001539216,"G Asset Management, LLC",NY
0001539434,Bayview Acquisitions LLC,FL
0001539487,"Bayview Fund Acquisitions IIa, LLC",FL
0001539488,"Bayview Fund Acquisitions, LLC",FL
0001539665,"BAYVIEW MORTGAGE SECURITIES DOMESTIC, L.P.",FL
0001540266,"Premium Point Offshore Mortgage Credit Fund, Ltd.",NY
0001540509,"Samuel Municipal Total Return Fund, LP",NY
0001540551,"Henderson AlphaGen Octanis Series, a Series of LGMA LLC",FL
0001540703,"Benefits Fast, Inc.",IL
0001540733,First Mountain Exploration Ltd.formerly: First (1st) Mountain Exploration Ltd. (filings through 2012-01-27),A0
0001540780,"V2 Capital, LLC",IL
0001540788,"Hawthorne FBO Holdings, LLC",NY
0001541002,"Henderson AlphaGen Octanis SP, a Segregated Portfolio of LGMA SPC",E9
0001541028,Hyundai Capital America,CA
0001541176,"Vertical Point Solutions, LLC",CA
